epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
110,9.602107,20.799,37.9505,14.987804,12.7755,24.1724,1.5609,0.0994,5.0,0.05,741.24,9950,16311,100,20.6291,11.0659,9.9291,19.6501,6.544,22.6272,84.8279,22.2887,59.5399,57.9089,42.7734,70.3352
111,9.515456,20.8062,38.0943,14.954024,12.5425,23.9685,1.5716,0.0958,5.0,0.04922241,553.92,9950,16311,100,20.7456,11.2107,9.968,19.6745,6.6042,22.869,,,,,,
112,9.367749,21.7336,38.8971,15.955285,9.9699,20.066,1.7032,0.077,5.0,0.04844501,554.21,9931,16311,99,19.7457,10.5654,9.4923,18.7741,6.2567,21.6884,,,,,,
113,9.229493,22.3088,39.5993,14.695721,13.222,24.8422,1.5923,0.1021,5.0,0.04766798,554.17,9930,16311,99,20.6194,10.9983,9.9097,19.4879,6.5489,22.5569,,,,,,
114,9.153925,22.3615,39.9013,14.308111,15.1053,26.9877,1.5631,0.1157,5.0,0.04689152,555.27,10082,16311,100,21.0562,11.4205,10.1136,20.0352,6.7372,23.1798,,,,,,
115,9.002027,23.0349,41.0132,14.300514,14.6782,26.7256,1.5886,0.1145,5.0,0.04611581,741.4,9972,16311,100,21.1727,11.5064,10.3058,20.2245,6.8256,23.0445,86.539,22.7259,61.4949,59.3492,44.5576,72.4705
116,8.922591,23.3081,41.1354,14.47358,13.853,26.1431,1.6221,0.1075,5.0,0.04534104,553.99,9945,16311,94,21.2309,11.5894,10.3058,20.3782,6.7857,23.216,,,,,,
117,8.772703,24.2547,41.9335,14.583961,13.688,25.813,1.6624,0.1065,5.0,0.04456739,559.27,10268,16311,100,21.1824,11.3942,10.2165,20.0179,6.743,22.9341,,,,,,
118,8.694687,24.3913,42.6237,14.537071,14.1151,26.2984,1.6719,0.1095,5.0,0.04379506,619.05,10587,16311,100,21.4445,11.6407,10.2437,20.1701,6.8256,23.2671,,,,,,
119,8.608436,24.7843,43.091,14.276273,14.9306,26.8226,1.6584,0.1177,5.0,0.04302423,627.42,10495,16311,100,21.5319,11.6934,10.2378,20.1035,6.7867,23.2826,,,,,,
120,8.416786,25.429,43.7452,14.170179,14.9306,27.4439,1.6836,0.1182,5.0,0.04225509,751.51,10282,16311,100,21.4154,11.6607,10.265,20.2227,6.8081,23.3492,87.095,22.915,62.4132,60.2297,45.2188,73.3698
