epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
109,11.675209,14.9921,28.3503,17.092965,10.5135,18.2604,1.464,0.0941,5.0,0.04672984,269.43,10355,16311,99,16.5809,9.3713,7.4925,15.8248,4.8947,18.2184,,,,,,
110,11.552775,15.385,28.6426,14.544144,13.5812,23.9006,1.2589,0.1212,5.0,0.04591395,382.82,10355,16311,99,18.6875,10.3229,8.4963,17.4871,5.5995,20.4014,72.9816,19.7485,48.6407,50.0465,33.6618,59.899
111,11.311528,16.1732,30.1303,13.08562,16.4062,28.24,1.1568,0.1438,5.0,0.04509914,269.43,10355,16311,99,19.7748,11.142,9.2282,18.938,5.9839,21.4626,,,,,,
112,11.128751,16.5804,30.9904,13.759214,16.8721,28.2011,1.2364,0.1499,5.0,0.04428565,269.43,10356,16311,99,17.9885,10.0923,8.1623,16.8862,5.3005,19.225,,,,,,
113,10.955083,17.4213,31.7426,13.350177,16.7168,28.803,1.2186,0.1459,5.0,0.04347369,269.39,10356,16311,99,19.1923,10.9146,8.8457,18.3203,5.7121,20.8774,,,,,,
114,10.769429,18.0873,32.768,13.841908,16.1149,27.5798,1.2853,0.1416,5.0,0.04266348,269.43,10356,16311,99,18.406,10.4251,8.4535,17.4106,5.5587,20.1271,,,,,,
115,10.596192,18.6048,33.7981,13.288368,17.2022,28.9681,1.2541,0.1521,5.0,0.04185523,382.77,10356,16311,99,19.2991,10.9057,9.0205,18.636,5.8693,21.2976,76.6877,20.8521,52.1853,53.3531,36.3306,63.984
116,10.40789,19.3786,34.5839,12.557789,18.5419,31.1814,1.2066,0.1648,5.0,0.04104916,269.43,10356,16311,100,20.0466,11.4483,9.4204,19.4157,6.2033,22.1945,,,,,,
117,10.254523,20.0877,35.3697,12.132945,20.4932,33.7443,1.1832,0.1794,5.0,0.04024548,269.44,10356,16311,99,20.3961,11.6033,9.6262,19.7065,6.2839,22.4984,,,,,,
118,9.979044,21.0483,37.049,12.134313,20.532,33.3463,1.216,0.1827,5.0,0.03944442,269.44,10356,16311,99,20.3864,11.5325,9.5389,19.5718,6.2159,22.2867,,,,,,
119,9.797814,21.4987,37.7749,16.226353,13.455,23.5997,1.6561,0.1154,5.0,0.03864619,269.4,10356,16311,100,18.1924,10.2805,8.2905,17.2198,5.3937,19.7246,,,,,,
120,9.632331,22.3204,38.4984,14.936445,16.5906,27.3274,1.5507,0.1455,5.0,0.03785099,382.58,10355,16311,99,17.3867,9.7239,7.8303,16.3595,5.0752,18.7831,71.767,19.6439,47.1784,49.1479,32.2378,58.3828
121,9.40962,22.9864,39.5549,12.677309,20.066,32.8415,1.3473,0.1756,5.0,0.03705905,269.4,10355,16311,99,19.9398,11.2201,9.2904,18.9505,6.0916,21.774,,,,,,
122,9.235824,24.007,40.8294,12.254072,21.3766,34.3559,1.3268,0.1865,5.0,0.03627057,269.41,10355,16311,99,20.5999,11.8755,9.5292,19.7214,6.2334,22.3034,,,,,,
123,9.028217,24.8455,41.8691,13.491782,19.5709,31.8222,1.4944,0.1721,5.0,0.03548577,269.4,10355,16311,99,19.3768,10.8046,8.9467,18.2996,5.7519,20.8693,,,,,,
124,8.815732,25.4851,43.0358,11.786469,22.6677,35.6082,1.337,0.1983,5.0,0.03470485,269.43,10355,16311,100,21.2212,11.9962,10.0379,20.4944,6.4421,23.1186,,,,,,
125,8.597844,26.6734,44.1426,12.28961,21.3571,34.22,1.4294,0.1885,5.0,0.03392803,382.61,10355,16311,99,20.5999,11.6345,9.6923,19.843,6.3334,22.6045,77.0687,20.7283,53.4229,53.6756,37.4486,64.4952
126,8.368581,28.0844,45.7046,13.326247,19.6195,32.0551,1.5924,0.1702,5.0,0.03315551,269.43,10355,16311,99,20.0369,11.3851,9.4166,19.3002,6.0315,21.69,,,,,,
