epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
85,0.871276,79.6492,95.3125,2.586622,50.6262,72.158,2.9688,0.4625,5.0,0.06895442,262.16,7785,16311,83,12.2221,6.3247,5.2267,10.9679,3.4201,13.2454,49.5638,12.9199,25.7113,28.6953,16.8316,34.6359
86,0.862317,79.7977,95.4251,1.883855,60.6349,82.7201,2.1846,0.5459,5.0,0.06823258,177.4,7785,16311,100,13.9792,7.3481,6.1334,12.8733,3.9715,15.2262,,,,,,
87,0.841096,80.3154,95.684,2.767951,47.6653,70.4398,3.2909,0.4307,5.0,0.06750632,177.41,7785,16311,99,12.1347,6.3654,5.1102,10.7475,3.3385,12.8238,,,,,,
88,0.83265,80.7803,95.5498,1.747554,62.8483,84.2248,2.0988,0.575,5.0,0.06677583,177.43,7785,16311,99,14.251,7.4295,6.2091,12.8435,3.9744,15.1539,,,,,,
89,0.811905,81.2284,95.8349,1.920455,60.4116,81.5649,2.3654,0.5492,5.0,0.06604129,177.44,7785,16311,99,13.6492,7.1543,5.9023,12.2162,3.8608,14.7097,,,,,,
90,0.797799,81.401,95.9619,3.065687,44.4326,65.5664,3.8427,0.4007,5.0,0.06530286,262.23,7785,16311,99,11.3193,5.805,4.718,9.7803,3.024,11.5518,44.1694,11.4877,22.5451,25.4269,14.6712,30.6815
91,0.782833,82.1678,95.9356,1.608121,65.217,85.7975,2.0542,0.5982,5.0,0.06456074,177.4,7785,16311,100,14.5908,7.6489,6.3625,13.3357,4.1142,15.7668,,,,,,
92,0.767902,82.3524,96.1489,2.198973,56.4411,77.9439,2.8636,0.5176,5.0,0.06381509,177.41,7785,16311,99,12.8434,6.8094,5.481,11.5685,3.5725,13.8406,,,,,,
93,0.740871,82.8437,96.621,1.823016,62.4502,82.8172,2.4606,0.574,5.0,0.0630661,177.53,7785,16311,99,13.5327,7.1514,5.9023,12.3529,3.8016,14.6691,,,,,,
94,0.738428,83.0306,96.434,3.094995,43.0444,65.615,4.1913,0.4031,5.0,0.06231395,177.39,7785,16311,99,11.5037,5.9536,4.8364,10.0695,3.157,12.0595,,,,,,
95,0.714551,83.3685,96.724,2.002175,59.5476,80.8659,2.802,0.5502,5.0,0.06155882,262.25,7785,16311,99,14.0569,7.3385,5.8538,12.2927,3.8171,14.6927,56.9761,14.8062,30.6447,33.5635,20.1908,40.6018
96,0.700439,84.0155,96.863,1.973018,59.7903,81.3804,2.8168,0.5494,5.0,0.06080089,177.41,7785,16311,99,13.3676,6.9567,5.6558,11.913,3.6618,14.1355,,,,,,
97,0.695143,84.121,96.8031,1.718048,64.2268,84.9432,2.4715,0.5911,5.0,0.06004035,177.45,7785,16311,99,13.6492,7.2111,6.0188,12.6637,3.9452,15.1865,,,,,,
98,0.678694,84.3606,97.0428,1.572654,67.2168,86.3605,2.3172,0.6262,5.0,0.05927739,177.42,7785,16311,100,13.9016,7.3168,5.8732,12.5146,3.7511,14.7213,,,,,,
99,0.662321,85.0244,97.1242,2.837871,46.9178,69.3719,4.2847,0.4359,5.0,0.05851218,177.42,7785,16311,99,12.2901,6.4034,5.0927,10.8503,3.3172,12.9049,,,,,,
100,0.656368,85.0796,97.1937,1.465529,68.372,88.2244,2.2328,0.6347,5.0,0.05774491,262.09,7785,16311,99,14.9403,7.8849,6.6304,13.7243,4.2297,16.1469,61.5414,16.0462,33.9216,36.8854,22.4267,44.3696
101,0.636899,85.7218,97.3567,1.515566,67.974,87.3702,2.3796,0.6271,5.0,0.05697577,177.4,7785,16311,100,14.4258,7.534,6.3936,13.3262,4.0821,15.7653,,,,,,
102,0.625341,85.7769,97.4478,1.717292,64.0617,84.6811,2.7462,0.5871,5.0,0.05620494,177.39,7785,16311,100,13.7365,7.2299,5.9062,12.4264,3.7967,14.55,,,,,,
